,post_id,text,tokens
1175,14234224,"

Thank you for any input
p.s
Arch linux (X86, 64)

upd
The problem was when thrift cloned from GIT, use https://dist.apache.org/repos/dist/release/thrift/0.9.0/thrift-0.9.0.tar.gz version instead
","[""I'm"", 'new', 'in', 'GO.', 'I', 'have', 'decide', 'to', 'use', 'implementation', 'of', 'Thrift', 'for', 'Go.', 'After', 'reading', 'manual', 'installation', 'instruction', 'steps', 'I', 'have', 'downloaded', 'last', 'Thrift', '0.9.0', 'from', 'git', 'and', 'start', 'building', 'process:', 'My', 'build', 'script', 'is', 'follow:', '!/', 'bin/bash', 'export', 'THRIFT', '=$(', 'pwd', ')/', 'thrift', 'export', 'THRIFT4GO', '=$(', 'pwd', ')/', 'thrift4go', 'export', 'GOROOT', '=/', 'usr', 'bash', '$', 'THRIFT4GO/scripts/merge_and_build.sh', '-', 'b', 'cd', '$', 'THRIFT', './', 'cleanup', '.', 'sh', './', 'bootstrap', '.', 'sh', './', 'configure', '--', 'with', '-', 'go', '--', 'without', '-', 'python', '--', 'without', '-', 'csharp', 'make', 'if', '""$?""', '==', '""1""', ';', 'then', 'ln', '-', 's', '$', 'THRIFT/lib/go/src/thrift $GOPATH/src/thrift', 'go', 'install', 'thrift', 'fi', 'But', 'make', ""doesn't"", 'work', 'well', 'for', 'GO,', 'whereis', 'the', 'problem', '?', 'I', 'have', 'correct', 'installed', 'GO', 'with', 'exported', 'GOPATH', 'variable', 'in', 'bash,', '""go', 'install""', 'worked', 'for', 'other', 'projects.', 'I', ""can't"", 'understand', 'why', 'GO', ""can't"", 'find', 'package.', 'Making', 'all', 'in', 'go', 'make', '[', '3', ']:', 'Entering', 'directory', ""/home/user/projects/delkon/thrift/lib/go'"", 'make', 'check', '-', 'local', 'make', '[', '4', ']:', 'Entering', 'directory', ""/home/user/projects/delkon/thrift/lib/go'"", 'go', 'build', '-', 'v', '-', 'x', 'thrift', 'WORK', '=/', 'tmp/go-build548238117', 'src/thrift/tiostream_transport.go:23:2:', 'import', '""bufio""', ':', 'cannot', 'find', 'package', 'src/thrift/tframed_transport.go:23:2:', 'import', '""bytes""', ':', 'cannot', 'find', 'package', 'src/thrift/tmap.go:24:2: import ""container/list"":', 'cannot', 'find', 'package', 'src/thrift/tjson_protocol.go:23:2: import ""encoding/base64"":', 'cannot', 'find', 'package', 'src/thrift/tbinary_protocol.go:23:2: import ""encoding/binary"":', 'cannot', 'find', 'package', 'src/thrift/tsimple_json_protocol.go:26:2: import ""encoding/json"":', 'cannot', 'find', 'package', 'src/thrift/tapplication_exception.go:23:2:', 'import', '""errors""', ':', 'cannot', 'find', 'package', 'src/thrift/tcompact_protocol.go:24:2:', 'import', '""fmt""', ':', 'cannot', 'find', 'package', 'src/thrift/tbinary_protocol.go:24:2:', 'import', '""io""', ':', 'cannot', 'find', 'package', 'src/thrift/ttransport.go:23:2:', 'import', '""log""', ':', 'cannot', 'find', 'package', 'src/thrift/tbinary_protocol.go:25:2:', 'import', '""math""', ':', 'cannot', 'find', 'package', 'src/thrift/tnonblocking_server_socket.go:23:2:', 'import', '""net""', ':', 'cannot', 'find', 'package', 'src/thrift/thttp_client.go:24:2: import ""net/http"":', 'cannot', 'find', 'package', 'src/thrift/thttp_client.go:25:2: import ""net/url"":', 'cannot', 'find', 'package', 'src/thrift/ttransport.go:24:2:', 'import', '""os""', ':', 'cannot', 'find', 'package', 'src/thrift/tmap.go:25:2:', 'import', '""reflect""', ':', 'cannot', 'find', 'package', 'package', 'thrift', 'import', 's', 'runtime', ':', 'import', '""runtime""', ':', 'cannot', 'find', 'package', 'src/thrift/tfield.go:23:2:', 'import', '""sort""', ':', 'cannot', 'find', 'package', 'src/thrift/thttp_client.go:26:2:', 'import', '""strconv""', ':', 'cannot', 'find', 'package', 'src/thrift/tbinary_protocol.go:26:2:', 'import', '""strings""', ':', 'cannot', 'find', 'package', 'src/thrift/tnonblocking_socket.go:24:2:', 'import', '""time""', ':', 'cannot', 'find', 'package', 'make', '[', '4', ']:', '***', '[', 'check', '-', 'local', ']', 'Error', '1', 'make', '[', '4', ']:', 'Leaving', 'directory', ""/home/user/projects/delkon/thrift/lib/go'"", 'make', '[', '3', ']:', '***', '[', 'check', '-', 'am', ']', 'Error', '2', 'make', '[', '3', ']:', 'Leaving', 'directory', ""/home/user/projects/delkon/thrift/lib/go'"", 'make', '[', '2', ']:', '***', '[', 'all', '-', 'recursive', ']', 'Error', '1', 'make', '[', '2', ']:', 'Leaving', 'directory', ""/home/user/projects/delkon/thrift/lib'"", 'make', '[', '1', ']:', '***', '[', 'all', '-', 'recursive', ']', 'Error', '1', 'make', '[', '1', ']:', 'Leaving', 'directory', ""/home/user/projects/delkon/thrift'"", 'make', ':', '***', '[', 'all', ']', 'Error', '2', 'Thank', 'you', 'for', 'any', 'input', 'p.s', 'Arch', 'linux', '(X86,', '64)', 'upd', 'The', 'problem', 'was', 'when', 'thrift', 'cloned', 'from', 'GIT,', 'use', 'https://dist.apache.org/repos/dist/release/thrift/0.9.0/thrift-0.9.0.tar.gz', 'version', 'instead']"
1176,14236263,"

Or is it better to let the type contain the dna strand? Are there any rules of thumb for when to use either of the two approaches?
","[""I'm"", 'currently', 'learning', 'Go', 'by', 'doing', 'the', 'rosalind', 'problems', '(basically', 'a', 'bunch', 'of', 'bioinformatics', 'related', 'code', 'katas).', ""I'm"", 'currently', 'representing', 'a', 'DNA', 'strand', 'with', 'a', 'type:', 'type', 'DNAStrand', 'struct', '{', 'dna', 'byte', '[]', '}', 'My', 'initial', 'reason', 'was', 'to', 'encapsulate', 'the', 'byte', 'slice', 'so', 'I', 'would', 'know', 'it', 'only', 'contained', 'bytes', 'representing', 'the', 'nucleotides:', ""'A',"", ""'C',"", ""'G',"", ""'T'."", 'I', 'realized', 'that', 'this', 'was', 'obviously', 'not', 'guarateed', 'since', 'I', 'could', 'simply', 'do:', 'DNAStrand', '{[]', 'byte', '(', '""foo bar""', ')}', 'And', 'there', 'is', 'no', 'longer', 'any', 'guarantee', 'that', 'my', 'dna', 'strand', 'contains', 'a', 'byte', 'array', 'with', 'only', 'elements', 'from', 'those', 'four', 'bytes.', 'Since', 'my', 'struct', 'only', 'contains', 'a', 'byte', 'array', 'is', 'it', 'better/more', 'ideomatic', 'to', 'do:', 'type', 'DNAStrand', '[]', 'byte', 'Or', 'is', 'it', 'better', 'to', 'let', 'the', 'type', 'contain', 'the', 'dna', 'strand?', 'Are', 'there', 'any', 'rules', 'of', 'thumb', 'for', 'when', 'to', 'use', 'either', 'of', 'the', 'two', 'approaches?']"
1177,14249217,"When I run ""go test"", I want to use a different configuration file. How do I know within my code if I'm running within a test context or a normal context? Is there some sort of environment variable to check?
","['When', 'I', 'run', '""go', 'test"",', 'I', 'want', 'to', 'use', 'a', 'different', 'configuration', 'file.', 'How', 'do', 'I', 'know', 'within', 'my', 'code', 'if', ""I'm"", 'running', 'within', 'a', 'test', 'context', 'or', 'a', 'normal', 'context?', 'Is', 'there', 'some', 'sort', 'of', 'environment', 'variable', 'to', 'check?']"
1178,14322674,"I have created a logout url with the users api: https://developers.google.com/appengine/docs/go/users/overview

But I only want it to disconnect them from my app, not log them out of their other Google services (Gmail etc). Is that possible?
","['I', 'have', 'created', 'a', 'logout', 'url', 'with', 'the', 'users', 'api:', 'https://developers.google.com/appengine/docs/go/users/overview', 'But', 'I', 'only', 'want', 'it', 'to', 'disconnect', 'them', 'from', 'my', 'app,', 'not', 'log', 'them', 'out', 'of', 'their', 'other', 'Google', 'services', '(Gmail', 'etc).', 'Is', 'that', 'possible?']"
1179,14322724,"I do not know much about the Go programming language, but I have seen several claims that said Go has latency-free garbage collection, and it is much better than other garbage collectors (like JVM garbage collector). I have developed application for JVM and i know that JVM garbage collector is not latency-free (specially in large memory usage). 

I was wondering, what is difference between the garbage collection approach in Go and and the others which make it latency-free?

Thanks in advance.



Edit:
@All I edited this question entirely, please vote to reopen this question if you find it constructive.
","['I', 'do', 'not', 'know', 'much', 'about', 'the', 'Go', 'programming', 'language,', 'but', 'I', 'have', 'seen', 'several', 'claims', 'that', 'said', 'Go', 'has', 'latency-free', 'garbage', 'collection,', 'and', 'it', 'is', 'much', 'better', 'than', 'other', 'garbage', 'collectors', '(like', 'JVM', 'garbage', 'collector).', 'I', 'have', 'developed', 'application', 'for', 'JVM', 'and', 'i', 'know', 'that', 'JVM', 'garbage', 'collector', 'is', 'not', 'latency-free', '(specially', 'in', 'large', 'memory', 'usage).', 'I', 'was', 'wondering,', 'what', 'is', 'difference', 'between', 'the', 'garbage', 'collection', 'approach', 'in', 'Go', 'and', 'and', 'the', 'others', 'which', 'make', 'it', 'latency-free?', 'Thanks', 'in', 'advance.', 'Edit:', '@All', 'I', 'edited', 'this', 'question', 'entirely,', 'please', 'vote', 'to', 'reopen', 'this', 'question', 'if', 'you', 'find', 'it', 'constructive.']"
1180,14427830,"

I would like t to contain the value of s.
","['This', 'is', 'maybe', 'a', 'stupid', 'question', 'to', 'ask', 'but', 'I', ""can't"", 'seem', 'to', 'find', 'how', 'to', 'convert', 'date', 'in', 'string', 'format', 'to', 'date', 'time', 'format.', 'Many', 'thanks!', 's', ':=', '""12-25-2012""', 'var', 't', 'time', '.', 'Time', 't', '=', 's.Time()', 'I', 'would', 'like', 't', 'to', 'contain', 'the', 'value', 'of', 's.']"
1181,14440369," confirms. How can this happen? Where should the disjsets.go file live if Go is to find it?

(Google Go 1.0.2)
","[""I'm"", 'trying', 'to', 'compile', 'a', 'Go', 'program', 'made', 'up', 'of', 'multiple', 'modules,', 'like', 'so:', '//', 'main.go', 'package', 'main', 'import', '""mst""', '//', 'do', 'something', 'interesting', 'involving', 'minimum', 'spanning', 'trees', '//', 'src/mst/kruskal.go', 'import', '""disjsets""', '//', ""Kruskal's"", 'algorithm', 'follows', '//', 'src/disjsets/disjsets.go', '//', 'implements', 'disjoint', 'sets', 'with', 'union-find', 'Now,', 'when', 'I', 'run', 'either', 'go', 'run', 'main.go', 'or', 'go', 'build', 'after', 'export', 'GOPATH=.', 'in', 'the', 'directory', 'containing', 'both', 'main.go', 'and', 'src,', 'it', 'prints', 'disjsets', 'open', 'src/disjsets/disjsets.go:', 'No', 'such', 'file', 'or', 'directory', 'I', ""don't"", 'get', 'this.', 'The', 'file', 'is', 'there', 'as', 'ls', '-', 'l', 'src/disjsets/disjsets.go', 'confirms.', 'How', 'can', 'this', 'happen?', 'Where', 'should', 'the', 'disjsets.go', 'file', 'live', 'if', 'Go', 'is', 'to', 'find', 'it?', '(Google', 'Go', '1.0.2)']"
1182,14477941,"
","['I', 'want', 'to', 'write', 'a', 'Go', 'program', 'to', 'dump', 'rows', 'from', 'from', 'a', 'database', 'table', 'into', 'a', 'csv', 'file', 'using', 'SELECT', '*.', 'Go', 'provides', 'the', 'excellent', 'sql', 'and', 'csv', 'apis,', 'but', 'csv', 'expects', 'arrays', 'of', 'strings', 'and', 'the', 'Scan', 'method', 'in', 'Rows', '""fills""', 'fields', 'according', 'to', 'their', 'types.', 'As', 'I', ""don't"", 'know', 'the', 'table', 'before,', 'I', 'have', 'no', 'idea', 'how', 'many', 'columns', 'there', 'are', 'and', 'what', 'their', 'types', 'are.', ""It's"", 'my', 'first', 'program', 'in', 'Go,', 'so', ""I'm"", 'struggling', 'a', 'little.', 'How', 'do', 'I', 'best', 'read', 'the', 'columns', 'from', 'a', 'Rows', 'instance', 'into', 'a', '[]string', '-', 'and', 'is', 'that', 'the', '""right""', 'way?', 'Thanks!', 'UPDATE', ""I'm"", 'still', 'struggling', 'with', 'the', 'parameters.', 'This', 'is', 'my', 'code,', 'for', 'now', ""I'm"", 'using', 'panic', 'instead', 'of', 'returning', 'an', 'error,', 'but', ""I'm"", 'going', 'to', 'change', 'that', 'later.', 'In', 'my', 'test,', ""I'm"", 'passing', 'the', 'query', 'result', 'and', 'os.Stdout.', 'func', 'dumpTable', '(', 'rows', '*', 'sql', '.', 'Rows', ',', 'out', 'io', '.', 'Writer', ')', 'error', '{', 'colNames', ',', 'err', ':=', 'rows.Columns()', 'if', 'err', '!=', 'nil', '{', 'panic', '(', 'err', ')', '}', 'if', 'rows.Next()', '{', 'writer', ':=', 'csv.NewWriter(out)', 'writer', '.', 'Comma', '=', ""'\\t'"", 'cols', ':=', 'make', '([]', 'string', ',', 'len', '(', 'colNames', '))', 'processRow', ':=', 'func', '()', '{', 'err', ':=', 'rows.Scan(cols...)', 'if', 'err', '!=', 'nil', '{', 'panic', '(', 'err', ')', '}', 'writer.Write(cols)', '}', 'processRow', '()', 'for', 'rows.Next()', '{', 'processRow', '()', '}', 'writer.Flush()', '}', 'return', 'nil', '}', 'For', 'this,', 'I', 'get', 'cannot', 'use', 'cols', '(', 'type', '[]', 'string', ')', 'as', 'type', '[]', 'interface', '{}', 'in', 'func', 'tion', 'argument', '(at', 'the', 'writer.Write(cols)', 'line.', 'I', 'then', 'tested', 'readCols', ':=', 'make', '([]', 'interface', '{},', 'len', '(', 'colNames', '))', 'writeCols', ':=', 'make', '([]', 'string', ',', 'len', '(', 'colNames', '))', 'processRow', ':=', 'func', '()', '{', 'err', ':=', 'rows.Scan(readCols...)', 'if', 'err', '!=', 'nil', '{', 'panic', '(', 'err', ')', '}', '//', '...', 'CONVERSION?', 'writer.Write(writeCols)', '}', 'which', 'lead', 'to', 'panic', ':', 'sql', ':', 'Scan', 'error', 'on', 'column', 'index', '0', ':', 'destination', 'not', 'a', 'pointer', '.', 'UPDATE', '2', 'I', 'independently', 'arrived', 'at', ""ANisus'"", 'solution.', 'This', 'is', 'the', 'code', ""I'm"", 'using', 'now.', 'func', 'dumpTable', '(', 'rows', '*', 'sql', '.', 'Rows', ',', 'out', 'io', '.', 'Writer', ')', 'error', '{', 'colNames', ',', 'err', ':=', 'rows.Columns()', 'if', 'err', '!=', 'nil', '{', 'panic', '(', 'err', ')', '}', 'writer', ':=', 'csv.NewWriter(out)', 'writer', '.', 'Comma', '=', ""'\\t'"", 'readCols', ':=', 'make', '([]', 'interface', '{},', 'len', '(', 'colNames', '))', 'writeCols', ':=', 'make', '([]', 'string', ',', 'len', '(', 'colNames', '))', 'for', 'i', ',', '_', ':=', 'range', 'writeCols', '{', 'readCols', '[', 'i', ']', '=', '&', 'writeCols', '[', 'i', ']', '}', 'for', 'rows.Next()', '{', 'err', ':=', 'rows.Scan(readCols...)', 'if', 'err', '!=', 'nil', '{', 'panic', '(', 'err', ')', '}', 'writer.Write(writeCols)', '}', 'if', 'err', '=', 'rows.Err()', ';', 'err', '!=', 'nil', '{', 'panic', '(', 'err', ')', '}', 'writer.Flush()', 'return', 'nil', '}']"
1183,14776879,"

Is it even doable? Is it possible to do efficiently also?
Any help would be great (python, go).
","['Is', 'it', 'possible', 'to', 'selectively', 'retrieve', 'depending', 'on', 'the', 'existence', 'of', 'keys', 'in', 'a', 'map', 'in', 'mongodb?', 'And', 'if', 'so,', 'how', 'do', 'you', 'go', 'about', 'doing', 'it?', 'Suppose', 'I', 'have', 'a', 'document', 'that', 'looks', 'like', 'this', 'for', 'example..', '{', '""_id""', ':', '1234', ',', '""parentfield1""', ':', '{', '""childfield1""', ':', '{', '...},', '""childfield2""', ':', '{', '...},', '""childfield5""', ':', '{', '...},', '// There might be many childfields.. > 50', '},', '}', 'How', 'would', 'I', 'be', 'able', 'to', 'selectively', 'retrieve', 'from', 'the', 'document', 'a/some', 'particular', 'childfields', 'given', 'multiple', 'options', 'to', 'choose', 'from?', 'Some', 'of', 'which', 'may', 'not', 'exist', 'in', 'the', 'document.', 'i.e.', 'input', '""childfield1""', ',', '""childfield2""', ',', '""childfield3""', '->', 'output', '{', '""_id""', ':', '1234', ',', '""parentfield1""', ':', '{', '""childfield1""', ':', '{', '...', '},', '""childfield2""', ':', '{', '...', '},', '},', '}', 'Is', 'it', 'even', 'doable?', 'Is', 'it', 'possible', 'to', 'do', 'efficiently', 'also?', 'Any', 'help', 'would', 'be', 'great', '(python,', 'go).']"
1184,15073027,"

And that's why I'm looking for something else.

EDIT2:

Since it seems that someone wants my question to be closed, I did not try to use gprof out of the blue: https://groups.google.com/d/msg/golang-nuts/1xESoT5Xcd0/bpMvxQeJguMJ
","[""I'm"", 'sure', 'everyone', 'knowing', 'golang', 'knows', 'that', 'blog', 'post', 'here.', 'Reading', 'it', 'again,', 'I', 'wondered', 'if', 'using', 'gccgo', 'instead', 'of', 'go', 'build', 'would', 'increase', 'the', 'speed', 'a', 'bit', 'more.', 'In', 'my', 'typical', 'use', 'case', '(scientific', 'computations),', 'a', 'gccgo-generated', 'binary', 'is', 'always', 'faster', 'than', 'a', 'go', 'build-generated', 'one.', 'So,', 'just', 'grab', 'this', 'file:', 'havlak6.go', 'and', 'compile', 'it:', 'go', 'build', 'havlak6', '.', 'go', '-', 'O', 'havlak6_go', 'gccgo', '-', 'o', 'havlak6_gccgo', '-', 'march', '=', 'native', '-', 'Ofast', 'havlak6', '.', 'go', 'Surprise', '!', '$/', 'usr/bin/time ./havlak6_go', '5', '.', '45', 'user', '0', '.', '06', 'system', '0', ':', '05', '.', '54', 'elapsed', '99', '%', 'CPU', '$/', 'usr/bin/time ./havlak6_gccgo', '11', '.', '38', 'user', '0', '.', '16', 'system', '0', ':', '11', '.', '74', 'elapsed', '98', '%', 'CPU', ""I'm"", 'curious', 'and', 'want', 'to', 'know', 'why', 'an', '""optimizing""', 'compiler', 'does', 'produce', 'slower', 'code.', 'I', 'tried', 'to', 'use', 'gprof', 'on', 'gccgo', 'generated', 'binary:', 'gccgo', '-', 'pg', '-', 'march', '=', 'native', '-', 'Ofast', 'havlak6', '.', 'go', './', 'a', '.', 'out', 'gprof', 'a', '.', 'out', 'gmon', '.', 'out', 'with', 'no', 'luck:', 'Flat', 'profile', ':', 'Each', 'sample', 'counts', 'as', '0', '.', '01', 'seconds', '.', 'no', 'time', 'accumulated', 'As', 'you', 'can', 'see', 'the', 'code', 'has', 'not', 'been', 'actually', 'profiled.', 'Of', 'course,', 'I', 'read', 'this,', 'but', 'as', 'you', 'can', 'see,', 'the', 'program', 'takes', '10+', 'seconds', 'to', 'execute...', 'The', 'number', 'of', 'samples', 'should', 'be', '>', '1000.', 'I', 'also', 'tried:', 'rm', 'a', '.', 'out', 'gmon', '.', 'out', 'LDFLAGS', '=', ""'-g -pg'"", 'gccgo', '-', 'g', '-', 'pg', '-', 'march', '=', 'native', '-', 'Ofast', 'havlak6', '.', 'go', './', 'a', '.', 'out', 'gprof', 'No', 'success', 'neither.', 'Do', 'you', 'know', ""what's"", 'wrong?', 'Do', 'you', 'have', 'an', 'idea', 'of', 'why', 'gccgo,', 'with', 'all', 'its', 'optimization', 'routines', 'fails', 'to', 'be', 'faster', 'than', 'gc', 'in', 'this', 'case?', 'go', 'version:', '1.0.2', 'gcc', 'version:', '4.7.2', 'EDIT:', 'Oh,', 'I', 'completely', 'forgot', 'to', 'mention...', 'I', 'obviously', 'tried', 'pprof', 'on', 'the', 'gccgo-generated', 'binary...', 'Here', 'is', 'a', 'top10:', 'Welcome', 'to', 'pprof', '!', 'For', 'help', ',', 'type', ""'help'"", '.', '(', 'pprof', ')', 'top10', 'Total', ':', '1143', 'samples', '1143', '100', '.', '0', '%', '100', '.', '0', '%', '1143', '100', '.', '0', '%', '0', 'x00007fbfb04cf1f4', '0', '0', '.', '0', '%', '100', '.', '0', '%', '890', '77', '.', '9', '%', '0', 'x00007fbfaf81101e', '0', '0', '.', '0', '%', '100', '.', '0', '%', '4', '0', '.', '3', '%', '0', 'x00007fbfaf8deb64', '0', '0', '.', '0', '%', '100', '.', '0', '%', '1', '0', '.', '1', '%', '0', 'x00007fbfaf8f2faf', '0', '0', '.', '0', '%', '100', '.', '0', '%', '3', '0', '.', '3', '%', '0', 'x00007fbfaf8f2fc5', '0', '0', '.', '0', '%', '100', '.', '0', '%', '1', '0', '.', '1', '%', '0', 'x00007fbfaf8f2fc9', '0', '0', '.', '0', '%', '100', '.', '0', '%', '1', '0', '.', '1', '%', '0', 'x00007fbfaf8f2fd6', '0', '0', '.', '0', '%', '100', '.', '0', '%', '1', '0', '.', '1', '%', '0', 'x00007fbfaf8f2fdf', '0', '0', '.', '0', '%', '100', '.', '0', '%', '2', '0', '.', '2', '%', '0', 'x00007fbfaf8f4a2f', '0', '0', '.', '0', '%', '100', '.', '0', '%', '1', '0', '.', '1', '%', '0', 'x00007fbfaf8f4a33', 'And', ""that's"", 'why', ""I'm"", 'looking', 'for', 'something', 'else.', 'EDIT2:', 'Since', 'it', 'seems', 'that', 'someone', 'wants', 'my', 'question', 'to', 'be', 'closed,', 'I', 'did', 'not', 'try', 'to', 'use', 'gprof', 'out', 'of', 'the', 'blue:', 'https://groups.google.com/d/msg/golang-nuts/1xESoT5Xcd0/bpMvxQeJguMJ']"
1185,15102643,"

Obviously i misunderstood the concept of buffered channels, would somebody please be kind enough to explain the fault in my logic and how to achieve the expected result?

Thank you
","[""I'm"", 'having', 'a', 'hard', 'time', 'understanding', 'how', 'buffered', 'channels', 'work.', 'Based', 'on', 'the', 'following', 'example,', ""i'm"", 'trying', 'to', 'utilize', '2', 'threads', 'at', 'a', 'time', 'to', 'print', 'out', 'the', 'current', 'time,', 'with', 'approximately', '2', 'second', 'delays', 'between', 'every', '2', 'go', 'calls:', 'package', 'main', 'import', '""fmt""', 'import', '""time""', 'func', 'main', '()', '{', 'return', 'CurrentTime', ':=', 'func', '()', 'string', '{', 'return', 'time.Now().String()', '}', 'c', ':=', 'make', '(', 'chan', 'string', ',', '2', ')', 'asyncReturnCurrentTime', ':=', 'func', '(', 'c', 'chan', 'string', ')', '{', 'time.Sleep(2001 * time.Millisecond)', 'c', '<-', 'return', 'CurrentTime', '()', '}', 'for', 'i', ':=', '1', ';', 'i', '!=', '7', ';', 'i', '++', '{', 'go', 'asyncReturnCurrentTime', '(', 'c', ')', 'if', '(', 'i', '%', '3', '==', '0', ')', '{', 'fmt.Println(<- c)', 'fmt.Println(<- c)', 'fmt.Println(<- c)', 'fmt.Println()', '}', '}', '}', 'This', 'produces', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '50', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '50', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '50', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '52', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '52', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '52', 'What', ""i'm"", 'expecting', 'regarding', 'the', 'seconds', 'is', '2', 'second', 'delays', 'between', 'ever', '2', 'go', 'calls', 'and', 'in', 'this', 'case', 'the', 'following', 'result', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '50', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '50', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '52', '<-', '3', 'rd', 'call', 'with', '2', 'buffer', 'slots', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '54', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '54', '2013', '-', '02', '-', '27', '03', ':', '17', ':', '56', '<-', '3', 'rd', 'call', 'with', '2', 'buffer', 'slots', 'Obviously', 'i', 'misunderstood', 'the', 'concept', 'of', 'buffered', 'channels,', 'would', 'somebody', 'please', 'be', 'kind', 'enough', 'to', 'explain', 'the', 'fault', 'in', 'my', 'logic', 'and', 'how', 'to', 'achieve', 'the', 'expected', 'result?', 'Thank', 'you']"
1186,15295522,"
","['In', 'the', 'docs', 'it', 'is', 'said', 'that', 'If', 'stored', 'on', 'disk,', 'the', ""File's"", 'underlying', 'concrete', 'type', 'will', 'be', 'an', '*os.File.', 'In', 'this', 'case', 'everything', 'is', 'clear.', 'Great.', 'But,', 'what', 'happens', 'if', 'not,', 'if', 'the', 'file', 'is', 'stored', 'in', 'memory?', 'My', 'actual', 'problem', 'is', 'that', 'I´m', 'trying', 'to', 'get', 'the', 'size', 'of', 'the', 'different', 'files', 'stored', 'in', 'memory', 'that', 'I', 'got', 'though', 'an', 'html', 'form', 'but', 'I', 'can', 'not', 'use', 'os.Stat', 'to', 'do', 'fileInfo.Size()', 'because', 'I', 'don´t', 'have', 'the', 'location', 'of', 'the', 'file,', 'just', 'it´s', 'name.', 'fhs', ':=', 'req', '.', 'MultipartForm', '.', 'File', '[', '""files""', ']', 'for', '_', ',', 'fileHeader', ':=', 'range', 'fhs', '{', 'file', ',', '_', ':=', 'fileHeader.Open()', 'log.Println(len(file))', '// Gives an error because is of type multipart.File', 'fileInfo', ',', 'err', ':=', 'os.Stat(fileHeader.Filename)', '// Gives an error because it´s just the name, not the complete path', '//', 'Here', 'I', 'would', 'do', 'things', 'with', 'the', 'file', '}']"
1187,15452004,"
","['I', 'am', 'using', 'Go', '1.0.3', 'on', 'Mac', 'OS', 'X', '10.8.2,', 'and', 'I', 'am', 'experimenting', 'with', 'the', 'json', 'package,', 'trying', 'to', 'marshal', 'a', 'struct', 'to', 'json,', 'but', 'I', 'keep', 'getting', 'an', 'empty', '{}', 'json', 'object.', 'The', 'err', 'value', 'is', 'nil,', 'so', 'nothing', 'is', 'wrong', 'according', 'to', 'the', 'json.Marshal', 'function,', 'and', 'the', 'struct', 'is', 'correct.', 'Why', 'is', 'this', 'happening?', 'package', 'main', 'import', '(', '""encoding/json""', '""fmt""', ')', 'type', 'Address', 'struct', '{', 'street', 'string', 'extended', 'string', 'city', 'string', 'state', 'string', 'zip', 'string', '}', 'type', 'Name', 'struct', '{', 'first', 'string', 'middle', 'string', 'last', 'string', '}', 'type', 'Person', 'struct', '{', 'name', 'Name', 'age', 'int', 'address', 'Address', 'phone', 'string', '}', 'func', 'main', '()', '{', 'myname', ':=', 'Name', '{', '""Alfred""', ',', '""H""', ',', '""Eigenface""', '}', 'myaddr', ':=', 'Address', '{', '""42 Place Rd""', ',', '""Unit 2i""', ',', '""Placeton""', ',', '""ST""', ',', '""00921""', '}', 'me', ':=', 'Person', '{', 'myname', ',', '24', ',', 'myaddr', ',', '""000 555-0001""', '}', 'b', ',', 'err', ':=', 'json.Marshal(me)', 'if', 'err', '!=', 'nil', '{', 'fmt.Println(err)', '}', 'fmt.Println(string(b))', '// err is nil, but b is empty, why?', 'fmt.Println(""\\n"")', 'fmt.Println(me)', '// me is as expected, full of data', '}']"
1188,15619225,"

And also an array of usernames:

jbill, dkennedy

","['I', 'want', 'to', 'create', 'a', '10', 'GB', 'file', 'that', 'looks', 'like:', 'prefix', ':', 'username', ':', 'timestamp', ',', 'number', 'So', 'an', 'example', 'is', 'like:', 'login', ':', 'jbill', ':', '2013/3/25,', '1', 'I', 'want', 'to', 'create', 'a', '10GB', 'file,', 'by', 'creating', 'random', 'rows', 'like', 'the', 'one', 'above.', 'How', 'could', 'I', 'do', 'this', 'in', 'Go?', 'I', 'can', 'have', 'an', 'array', 'of', 'prefixes', 'like:', 'login', ',', 'logout', ',', 'register', 'And', 'also', 'an', 'array', 'of', 'usernames:', 'jbill,', 'dkennedy']"
1189,15643388,"I would like to know if there is any library of file system in memory for c, c++, golang, java, .net

the purpose is to save temp file in memory, not for user access, only for program internal use, so I don't need ram drive.
","['I', 'would', 'like', 'to', 'know', 'if', 'there', 'is', 'any', 'library', 'of', 'file', 'system', 'in', 'memory', 'for', 'c,', 'c++,', 'golang,', 'java,', '.net', 'the', 'purpose', 'is', 'to', 'save', 'temp', 'file', 'in', 'memory,', 'not', 'for', 'user', 'access,', 'only', 'for', 'program', 'internal', 'use,', 'so', 'I', ""don't"", 'need', 'ram', 'drive.']"
