,PostId,Title,Body,AnswerCount,AcceptedAnswerId
127,20845256,How can I make use of dnsMsg in golang's net package,"I'm writing a simple golang application that needs to do some decoding of some DNS packets. I noticed that in the net library, there appears to be the perfect implementation in the form of net/dnsmsg.go which contains the right structs, pack / unpack functions etc.

However, the type is marked private (lower case dnsMsg). So it appears that I have no way of using this from within my app.

I'm quite new to golang, so don't know if my only option would be to reimplement net/dnsmsg.go myself, or if there's a better way around this.
",2,27259783.0
128,20909598,Getting Python version using Go,"I'm trying to get my Python version using Go:

import (
    ""log""
    ""os/exec""
    ""strings""
)

func verifyPythonVersion() {
    _, err := exec.LookPath(""python"")
    if err != nil {
        log.Fatalf(""No python version located"")

    }
    out, err := exec.Command(""python"", ""--version"").Output()
    log.Print(out)
    if err != nil {
        log.Fatalf(""Error checking Python version with the 'python' command: %v"", err)
    }
    fields := strings.Fields(string(out))
    log.Print(fields)

}

func main() {
    verifyPythonVersion()
}


This returns empty slices:

2014/01/03 20:39:53 []
2014/01/03 20:39:53 []


Any idea what I'm doing wrong?
",1,20909764.0
129,20930447,"Golang reflect package ""is not a type""","I'm trying to learn interfaces and how I can write a single function to work with different types. I came up with this example where I'm finding the maximum value in either a slice of int or a slice of float32. The code is as follows. I keep getting this error ""t is not a type"". Could someone please tell me what is wrong and how I might go about fixing it?

package main

import ""fmt""
import ""reflect""

var _ = fmt.Println
var _ = reflect.TypeOf

func maxer(s interface{}) interface{} {
    v := reflect.ValueOf(s)
    t := v.Type()

    maxval := s.(t)[0]
    for _, v := range s.(t)[1:] {
        if v > maxval {
            maxval = v
        }
    }
    return maxval
}

func main() {
    fmt.Println(maxer([]int{1, 2, 3, 4}))
    fmt.Println(maxer([]float32{1.1, 2.1, 3.14, 0.1, 2.4}))

",3,
130,20993139,How does goroutines behave on a multi-core processor,"I am a newbie in Go language, so please excuse me if my question is very basic. I have written a very simple code:

func main(){
    var count int // Default 0

    cptr := &count

    go incr(cptr)

    time.Sleep(100)

    fmt.Println(*cptr)
}

// Increments the value of count through pointer var
func incr(cptr *int) {
    for i := 0; i < 1000; i++ {
            go func() {
                    fmt.Println(*cptr)
                    *cptr = *cptr + 1
            }()
      }
    }


The value of count should increment by one the number of times the loop runs. Consider the cases:

Loop runs for 100 times--> value of count is 100 (Which is correct as the loop runs 100 times).

Loop runs for >510 times --> Value of count is either 508 OR 510. This happens even if it is 100000.

I am running this on an 8 core processor machine.
",4,20994420.0
131,21007259,Testing go channel throughput - all goroutines deadlock,"I made a small program to benchmark go channel throughput, however it always deadlocks, I tried very hard but cannot understand why:

package main

import (
    ""fmt""
    ""runtime""
)

const CONCURRENCY = 32
const WORK_PER_WORKER = 100
const TOTAL_WORK = CONCURRENCY * WORK_PER_WORKER

func work() {
    sum := 0
    for i := 0; i < 10000000; i++ {
        sum *= i
    }
}

type WorkItem struct {
    Done chan int
}

func main() {
    runtime.GOMAXPROCS(CONCURRENCY)
    var workQueue [CONCURRENCY]chan *WorkItem
    // initialize workers
    for i := 0; i < CONCURRENCY; i++ {
        workQueue[i] = make(chan *WorkItem)
    }
    // start workers
    for i := 0; i < CONCURRENCY; i++ {
        go func(i int) {
            anItem := <-workQueue[i]
            work()
            anItem.Done <- 1
        }(i)
    }
    completed := make(chan bool, TOTAL_WORK)
    for i := 0; i < TOTAL_WORK; i++ {
        go func(i int) {
            // send work to queues
            workToDo := &WorkItem{Done: make(chan int)}
            workQueue[i/WORK_PER_WORKER] <- workToDo // !! DEADLOCK
            // wait until the work is done
            <-workToDo.Done
            completed <- true
        }(i)
    }
    fmt.Println(""Waiting"")
    for i := 0; i < TOTAL_WORK; i++ {
        <-completed
    }
}

",2,21008704.0
132,21064426,Why does my Go program's memory fluctuate so much?,"I have a Go program that allocates lots of maps and slices. Generally a lot of usage, allocation overhead etc. I run it, it loads a lot of data in, and then I query it with a web service.

After I leave it running, when it's read in all its data and isn't doing any queries (i.e should be stable) I see memory fluctuations. Recently it's reported: 5.42 GB, 5.01 GB and 4.3 GB of real memory. That's a massive fluctuation.

I have about 150 million objects (slices hanging off the main hashtable). That's a lot of little objects. I expect a little fluctuation (although I would never expect memory to increase when no new objects are being allocated and the main thread/s is blocking on a socket).

Possible explanations are


the overhead of lots of small allocations just multiplies any natural fluctuation
some code is allocating objects (although I can't see how)
the Go GC is doing its own paging (?)
I'm using Mac OS, and it's at fault somehow


Is this amount of fluctuation normal / expected?
",2,
133,21201808,How to download a file with resume support?,"Am using golang as a programming tool of choice.

What i wanted to write is a program that downloads large files with resume support utilising range requests in the http headers 
something similar to aria2c.
",1,
134,21268000,Unmarshaling nested JSON objects in Golang,"There are a few questions on the topic but none of them seem to cover my case, thus I'm creating a new one.

I have JSON like the following:

{""foo"":{ ""bar"": ""1"", ""baz"": ""2"" }, ""more"": ""text""}


Is there a way to unmarshal the nested bar property and assign it directly to a struct property without creating a nested struct?

The solution I'm adopting right now is the following:

type Foo struct {
    More String `json:""more""`
    Foo  struct {
        Bar string `json:""bar""`
    } `json:""foo""`
    //  FooBar  string `json:""foo.bar""`
}


This is a simplified version, please ignore the verbosity. As you can see, I'd like to be able to parse and assign the value to

//  FooBar  string `json:""foo.bar""`


I've seen people using a map, but that's not my case. I basically don't care about the content of foo (which is a large object), except for a few specific elements.

What is the correct approach in this case? I'm not looking for weird hacks, thus if this is the way to go, I'm fine with that.
",5,21268855.0
135,21350962,Process command line arguments in go test,"Is there a way to get the command line arguments in go ""tests"",
When you call go test obviously your main is not run, so is there a way to process command line arguments,   

One way would be to use the flags packages and check for the command line arguments in each test or function being tested, but that is not ideal for that you need to do this in lots and lots of places, unlike the way you to it just in main when you run the application.   

EDIT: mainly to down-voters, I imagine you are downvoting the question because you think it is a wrong thing to do, and is against purity of unit-tests,  


not all tests are unit tests
it is very functional not to rely on ""ENV"" variables and actually pass the stuff as arguments in command line,
please put your opinion in the answers so that future generations can benefit,


EDIT 2: for the record I ended up putting an init() function in one of my _test files, and set the variable that is set through flags when the main is called this way.  
",3,21352256.0
136,21373558,Not getting proper data using json encoding for a structure in go language,"//package cluster
package main

import (
""encoding/csv""
""encoding/json""
""fmt""
""io""
""math/rand""
""net""
""os""
""strconv""
""time""
//""bytes""
)

const (
BROADCAST = -1
 )

var outbox, inbox chan *Envelope
var pids [10]int
var ips [10]string

type Envelope struct {
Pid   int
MsgId int64
Msg   interface{}
}

type Server interface {
Pid() int
Peers() []int
Outbox() chan *Envelope
Inbox() chan *Envelope
}

/*
func (envelope Envelope) Pid() int {
return envelope.MsgId
}
*/
var server Envelope

func (envelope Envelope) Peers() []int {
return nil //pids
}

func (envelope Envelope) Outbox() chan *Envelope {
return outbox
}

func (envelope Envelope) Inbox() chan *Envelope {
return inbox
}

func server_() {
// listen on a port
ln, err := net.Listen(""tcp"", "":9999"")
//time.Sleep(time.Second * 2)
if err != nil {
    fmt.Println(err)
    return
}
for {
    c, err := ln.Accept()
    if err != nil {
        fmt.Println(err)
        continue
    } else {
        fmt.Println(""handle"")
        go handleServerConnection(c)
    }
} 
}

func handleServerConnection(c net.Conn) {
// receive the message
var msg Envelope
var b []byte
//  for{
c.Read(b)
/*
    if b == nil{
        continue
    }else{
        break
    }
*/
//  }

fmt.Println(b)
err := json.Unmarshal(b, &msg)
if err != nil { //ERORR !!!!
    fmt.Println(err)
} else {
    fmt.Println(""Received : %+v"", msg)
}
c.Close()
}

func client() {
// connect to the server
for msg := range outbox {
    c, err := net.Dial(""tcp"", ""127.0.0.1:9999"")
    if err != nil {
        fmt.Println(err)
        return
    }

    if err != nil {
        fmt.Println(""error encoding the response to a join request"")
        fmt.Println(err)
    }
    b, _ := json.Marshal(msg)
    fmt.Printf(""the json: %s\n"", b)
    c.Write(b)
    c.Close()
}
time.Sleep(time.Second * 2)
}

func New(myPid int, ConFile string) Envelope {
inbox = make(chan *Envelope, 100)
outbox = make(chan *Envelope, 100)
file, err := os.Open(ConFile)
if err != nil {
    fmt.Println(""Error:"", err)
}
defer file.Close()
reader := csv.NewReader(file)

i := 0
j := 0
for {
    record, err := reader.Read()
    if err == io.EOF {
        break
    } else if err != nil {
        fmt.Println(""Error:"", err)
    }
    x, _ := strconv.Atoi(record[0])
    pids[i] = x
    i++
    ips[j] = record[1]
    j++
}

fmt.Println(""\n"", ips)
fmt.Println(""\n"", pids)
MsgId := rand.Int63n(0x10000000)
server = Envelope{Pid: myPid, MsgId: MsgId, Msg: ""Hello World :)""}

go server_()
go client()
var input string
fmt.Println(""\n\nPress enter ---\n\n"")
fmt.Scanln(&input)
return server
}

func main() {
//for i := 1; i <= 10; i++ {
server := New(12, ""config.txt"")

server.Outbox() <- &Envelope{Pid: BROADCAST, MsgId: server.MsgId, Msg: ""hello there""}
select {
case envelope := <-server.Inbox():
    fmt.Printf(""Received msg from %d: '%s'\n"", envelope.Pid, envelope.Msg)

case <-time.After(2 * time.Second):
    println(""Waited and waited. Ab thak gaya\n"")
}

//fmt.Println(server.Pid, server.MsgId, server.Msg )
//}

}


From client function I am trying to send some data but unable to receive data in handleServerConnection()

my program is written in go language 
help me out 

I have referred most of the examples given in the book and stack overflow 

i am getting an empty object in handleconnection function
",1,22027473.0
137,21460787,nil slice when passed as interface is not nil! Why? (golang),"See this playground: http://play.golang.org/p/nWHmlw1W01

package main

import ""fmt""

func main() {
    var i []int = nil
    yes(i) // output: true
    no(i)  // output: false
}

func yes(thing []int) {
    fmt.Println(thing == nil)
}

func no(thing interface{}) {
    fmt.Println(thing == nil)
}


Why the difference in output between the two functions?
",1,21461032.0
138,21494035,Cannot sign a valid gpg key using golang's openpgp packet,"I want to sign a public key from ascii armor with a private key in go language.For that I developed following code but the problem is when I check the signature in gpg --check-sigs the signature created by code is shown as ""bad Signature"".Please Help as I cant figure out any way of solving it.I have already postd on golang-nuts.I am just learning golang for my college project and I am stuck here,Please help.

    // signer
package main

import (
    ""bytes""
    ""code.google.com/p/go.crypto/openpgp""
    ""code.google.com/p/go.crypto/openpgp/armor""
    ""code.google.com/p/go.crypto/openpgp/packet""
    ""fmt""
)

// This function takes asciiarmored private key which will sign the public key
//Public key is also ascii armored,pripwd is password of private key in string
//This function will return ascii armored signed public key i.e. (pubkey+sign by prikey)
func SignPubKeyPKS(asciiPub string, asciiPri string, pripwd string) (asciiSignedKey string) {
    //get Private key from armor
    _, priEnt := getPri(asciiPri, pripwd) //pripwd is the password todecrypt the private key
    _, pubEnt := getPub(asciiPub)         //This will generate signature and add it to pubEnt
    usrIdstring := """"
    for _, uIds := range pubEnt.Identities {
        usrIdstring = uIds.Name

    }
    fmt.Println(usrIdstring)
    errSign := pubEnt.SignIdentity(usrIdstring, &priEnt, nil)
    if errSign != nil {
        fmt.Println(""Signing Key "", errSign.Error())
        return
    }
    asciiSignedKey = PubEntToAsciiArmor(pubEnt)
    return
}

//get packet.PublicKey and openpgp.Entity of Public Key from ascii armor
func getPub(asciiPub string) (pubKey packet.PublicKey, retEntity openpgp.Entity) {
    read1 := bytes.NewReader([]byte(asciiPub))
    entityList, errReadArm := openpgp.ReadArmoredKeyRing(read1)
    if errReadArm != nil {
        fmt.Println(""Reading Pubkey "", errReadArm.Error())
        return
    }
    for _, pubKeyEntity := range entityList {
        if pubKeyEntity.PrimaryKey != nil {
            pubKey = *pubKeyEntity.PrimaryKey
            retEntity = *pubKeyEntity
        }
    }
    return
}

//get packet.PrivateKEy and openpgp.Entity of Private Key from ascii armor
func getPri(asciiPri string, pripwd string) (priKey packet.PrivateKey, priEnt openpgp.Entity) {
    read1 := bytes.NewReader([]byte(asciiPri))
    entityList, errReadArm := openpgp.ReadArmoredKeyRing(read1)
    if errReadArm != nil {
        fmt.Println(""Reading PriKey "", errReadArm.Error())
        return
    }
    for _, can_pri := range entityList {
        smPr := can_pri.PrivateKey
        retEntity := can_pri
        if smPr == nil {
            fmt.Println(""No Private Key"")
            return
        }

        priKey = *smPr

        errDecr := priKey.Decrypt([]byte(pripwd))
        if errDecr != nil {
            fmt.Println(""Decrypting "", errDecr.Error())
            return
        }
        retEntity.PrivateKey = &priKey
        priEnt = *retEntity
    }
    return
}

//Create ASscii Armor from openpgp.Entity
func PubEntToAsciiArmor(pubEnt openpgp.Entity) (asciiEntity string) {
    gotWriter := bytes.NewBuffer(nil)
    wr, errEncode := armor.Encode(gotWriter, openpgp.PublicKeyType, nil)
    if errEncode != nil {
        fmt.Println(""Encoding Armor "", errEncode.Error())
        return
    }
    errSerial := pubEnt.Serialize(wr)
    if errSerial != nil {
        fmt.Println(""Serializing PubKey "", errSerial.Error())
    }
    errClosing := wr.Close()
    if errClosing != nil {
        fmt.Println(""Closing writer "", errClosing.Error())
    }
    asciiEntity = gotWriter.String()
    return
}

",1,21918434.0
139,21527489,"Go ""inheritance"" - using anonymous type in a struct as a method parameter","I'm trying to firm up the concept of inheritence that Go provides (rather ""composition"" than pure inheritence, perhaps). However, I'm failing to grasp why I can't use the ""parent"" type as a func parameter to produce a generic function that acts on the parameter.

package main

import ""log""

type Animal struct {
    Colour string
    Name string
}

type Dog struct {
    Animal
}

func PrintColour(a *Animal) {
    log.Printf(""%s\n"", a.Colour)
}


func main () {
    a := new (Animal)
    a.Colour = ""Void""
    d := new (Dog)
    d.Colour = ""Black""

    PrintColour(a)
    PrintColour(d)
}


Assuming my understanding's incorrect, how can I achieve what I want in Go?

Edit
Note: 


I don't want to attach the behaviour to the struct
I'd like to keep the pointer type as the method parameter because I'm working separately on a pet project and this requires I manipulate the struct passed in before then acting on it.
In reality my Dog struct would have additional fields/members; hopefully this doesn't muddy the water further

",5,21551995.0
140,21642991,Go: Get an io.ByteReader from a net.Conn,"I am connecting to a TCP/IP server using Go code similar to:

conn, err := net.Dial(""tcp"", host+"":""+strconv.Itoa(port))


Now I need to use binary.ReadVariant which takes an io.ByteReader, so trying to write code like this:

var length int64
var err error
length, err = binary.ReadVarint(conn)


Gives me an error like:

./main.go:67: cannot use conn (type net.Conn) as type io.ByteReader in function argument:
    net.Conn does not implement io.ByteReader (missing ReadByte method)


How can I make this work?
",2,21644134.0
141,21655408,Golang Construct Months for options in html select tag,"I have just started learning Golang and would like to list months in order for a options in an html select tag:

I have started this:

package main

import (
    ""fmt""
)

var months = [12]string{
    ""January"", ""February"", ""March"", ""April"", ""May"", ""June"",
    ""July"", ""August"", ""September"", ""October"", ""November"", ""December"",
}

func main(){
    for i, n := range months {
        fmt.Printf(""%2d: %s\n"", i, n)
    }
}


I would like to print out this:

January
February
March
April
May
June
July
August
September
October
November
December

",2,21656121.0
142,21862622,Golang - How to implement go get within an app that has no internet?,"I am certainly a GO newbie so I will apologize in advance. I am playing around with a GO app that imports martini for example. Every time I run the app, I have to run ""go get github.com/codegangsta/martini"". Any way to NOT have to do this? Either way, how would this work in an offline environment? I am considering GO for an app that will be offline with no internet access. 
",1,
143,21978883,how to define custom mux with golang,"i have viewed source code of mux,but i just want something simple ,not using all features.

i wanna get value of ""id"" in the url like /url/{id},setting the value in the req.Form and clean the path like mux.

code like 

    r:=http.NewServeMux()
    r.HandlerFunc(""/"",func(w http.ResponseWriter,r *http.Request){
        // Clean path to canonical form and redirect.
        if p := cleanPath(req.URL.Path); p != req.URL.Path {
            url := *req.URL
            url.Path = p
            p = url.String()
            //根据HTTP的协议重定向
            w.Header().Set(""Location"", p)
            w.WriteHeader(http.StatusMovedPermanently)
            return
        }
                // some code check the url parse id and set to req.form
    })
            //then add some specific url handlers.


in go doc ,it says long Pattern will take higher priority than short Pattern.
and i want to run something(parse id , clean path etc) before all handlers.

i don't want to give up the features of defaultmux. should i redefine a brand new route,or use http.NewServeMux()? if i use http.NewServerMux(),how should i do to add something while keeping the features? 
",1,
144,22128282,Easy way to check string is in json format in golang?,"I want to create a function to receive an input string which can be string in json format or just a string. For example, something easy like following function.

func checkJson(input string){
   if ... input is in json ... {
      fmt.Println(""it's json!"")
   } else {
      fmt.Println(""it's normal string!"")
   }
}

",6,22129435.0
145,22131865,defer log.SetOutput(os.Stdout) after log.SetOutput(ioutil.Discard),"In go-nsq library (https://github.com/bitly/go-nsq/blob/master/writer_test.go#L38), I found the following code:

log.SetOutput(ioutil.Discard)
defer log.SetOutput(os.Stdout)


Why does the author defer logging to stdout after discard the log?
",1,22132076.0
146,22181660,GO - subroutine behaviour in a for loop,"I'm having some doubts on my understanding of the behaviour of a go subroutine in a for loop.

From what I understand, when we have a for loop:

for key := range Map {
   go subroutine(Map[key])
}


Where Map has, let's say 3 (key,Value) pairs.

So my understanding is that the subroutine() function will run concurrently using all the Map[Key] values ie subroutine(Map[key1]),subroutine(Map[key2]) and subroutine(Map[key3]) will all run concurrently ?

Is my understanding of concurrent subroutines in a for loop correct?

Thanks!
",1,22234956.0
147,22296232,Can (the underlying array of) a slice with large starting index in Go be allocated memory-efficiently?,"I'm trying to use a slice, say mySlice, with a very large starting index. Rather than explicitly subtracting the starting index by always using it as mySlice[index - mySliceStartIndex], I am tempted to simply define the slice in such a way that I can use it without such arithmetic as mySlice[index]. Can this be done without allocating memory for all the unused low indices?

The naive way of doing this, allocating a slice and then reslicing it (e.g. mySlice = mySlice[3*1024*1024*1024:4*1024*1024*1024]) is obviously memory inefficient because the underlying array not only needs to be allocated for the entire range, but remains allocated. does not even work, because afterwards the data formerly at index 3*1024*1024*1024 is now at index 0, whilst my goal is to keep it at the original index.

Can I allocate the slice (or its underlying array) in such a way that indices below the slice's start are not allocated, ideally not even initially?
",1,22298485.0
148,22313317,Serious performance degradation with KyotoCabinet (TreeDB),"I have selected TreeDB as Kyoto Cabinet backend in hope that it will scale to huge values. Unfortunately, there's a problem:

# ./kyotobench
Generated string length: 1024
1000 records, type t 74.008887ms throughput: 13511 /sec
2000 records, type t 145.390096ms throughput: 13756 /sec
4000 records, type t 290.13486ms throughput: 13786 /sec
8000 records, type t 584.46691ms throughput: 13687 /sec
16000 records, type t 1.150792756s throughput: 13903 /sec
32000 records, type t 2.134860729s throughput: 14989 /sec
64000 records, type t 4.378002268s throughput: 14618 /sec
128000 records, type t 9.41012632s throughput: 13602 /sec
256000 records, type t 20.457090225s throughput: 12513 /sec
512000 records, type t 45.934115353s throughput: 11146 /sec
1024000 records, type t 1m39.120917207s throughput: 10330 /sec
2048000 records, type t 3m41.720146906s throughput: 9236 /sec
4096000 records, type t 15m26.041653712s throughput: 4423 /sec
8192000 records, type t 5h5m31.431477812s throughput: 446 /sec


I open a TreeDB, generate 2 random string of random length (0) and use them as key and value, respectively. The code:

http://pastebin.com/0HwHPXFq

What's the reason for this?

UPDATE:

I should have clarified before that I'm not after precise measurement of KyotoDB throughput, but tried to test the scalability of KDB, that is, how r/w throughput behaves with growing number of keys in the db, that is the amortized cost of adding/reading a record.

Creation of 1 random string is amortized O(1), creation of N random strings is amortized O(N). As long as there's constant number of random string creations per 1 DB operation, the penalty it imposes is constant in terms of combined operations per second, and so it has no amortized impact on number of DB operations per second.

I have measured the throughput of random string creation:

1000 strings, type t 65.380289ms throughput: 15295 /sec
2000 strings, type t 130.345234ms throughput: 15343 /sec
4000 strings, type t 259.886865ms throughput: 15391 /sec
8000 strings, type t 519.380392ms throughput: 15402 /sec
16000 strings, type t 1.040323537s throughput: 15379 /sec
32000 strings, type t 1.855234924s throughput: 17248 /sec
64000 strings, type t 3.709873467s throughput: 17251 /sec
128000 strings, type t 7.371360742s throughput: 17364 /sec
256000 strings, type t 14.705493792s throughput: 17408 /sec
512000 strings, type t 29.488131398s throughput: 17362 /sec
1024000 strings, type t 59.46313568s throughput: 17220 /sec
2048000 strings, type t 1m58.688153868s throughput: 17255 /sec
4096000 strings, type t 3m57.415585291s throughput: 17252 /sec
8192000 strings, type t 7m57.054025376s throughput: 17172 /sec


Code: http://pastebin.com/yfVXYbSt

As it could be expected, the cost is O(n). Compare the times as well, e.g. ~8min for 8192000 records when creating random strings and 5h5m when writing them to db. 

UPDATE #2:

This seems to have something to do with unique/colliding keys. In this code: http://pastie.org/8906676  I have used keys and values in a manner analogous to the approach used here: http://blog.creapptives.com/post/8330476086/leveldb-vs-kyoto-cabinet-my-findings (http://www.pastie.org/2295228), i.e. generate ""key"" with linearly incrementing integer suffix (""key1"", ""key2"", etc).

(the updated code also uses transactions every 50,000 writes, this seems to have some impact)

Now the throughput degradation is slow (if actually present at all):

4000 records, type t 10.220836ms throughput: 391357 /sec
8000 records, type t 18.113652ms throughput: 441655 /sec
16000 records, type t 36.6948ms throughput: 436029 /sec
32000 records, type t 74.048029ms throughput: 432151 /sec
64000 records, type t 148.585114ms throughput: 430729 /sec
128000 records, type t 303.646709ms throughput: 421542 /sec
256000 records, type t 633.831383ms throughput: 403892 /sec
512000 records, type t 1.297555153s throughput: 394588 /sec
1024000 records, type t 2.471077696s throughput: 414394 /sec
2048000 records, type t 5.970116441s throughput: 343041 /sec
4096000 records, type t 11.449808222s throughput: 357735 /sec
8192000 records, type t 23.142591222s throughput: 353979 /sec
16384000 records, type t 46.90204795s throughput: 349323 /sec


Once again, pls look at the trend in throughput, not at absolute values.

Theoretically TreeDB is B+ tree so writing a record to it should be ~O(log n).

But it's not. It looks as if there were hash collisions in there somewhere.
",2,
149,22351780,Use package file to write to Cloud Storage?,"Golang provides the file package to access Cloud Storage.

The package's Create function requires the io.WriteCloser interface. However, I have not found a single sample or documentation showing how to actually save a file to Cloud Storage.

Can anybody help? Is there a higher level implementation of io.WriteCloser that would allow us to store files in Cloud Storage? Any sample code? 

We've obviously tried to Google it ourselves but found nothing and now hope for the community to help.
",1,
150,22591198,Eval piece of code stored in DB as string,"I'm moving part of my application from PHP to Go. I'm storing some pieces of code to eval in MySQL, for example: checkGeo('{geo:[""DE"",""AU"",""NL""]}') && check0s('{os:[""android""]}'). In PHP it is easy, just eval($stringToEval), but how can this be done in Go lang?
",3,22591419.0
151,22800353,SQL relationships to json with golang,"Still learning Go.  

If I have a posts and comments table relationship in a mysqp/pg database eg

Post  id, title
Comments  id, post_id, comment


I'd like to have a json representation of this:

{
  id: 1
  title: ""A blog post""
  comments: [
      {id: 1, comment: ""This is comment 1""},
      {id: 2, comment: ""This is comment 2""}
  ]
}


I am able to grab the posts and show the json, just not the comments.  I think I need to have an array of Comment structs in the Post struct.  Just not sure how to tie it all together, particularly the scanning of the rows.

An example showing outputting json from a relationship like this would be great.
",1,22800641.0
152,22824917,Go - Duplicate case in switch statement,"I am new to Go, and while attempting to remove some duplicate code across switch statements I added a case with fallthrough like so:

i := 1
switch i {
case 0, 1:
    fmt.Println(""common code"")
    fallthrough
case 0:
    fmt.Println(""aux for 0"")
case 1:
    fmt.Println(""aux for 1"")
default:
    fmt.Println(""other number"")

}


However, I received an error about the duplicate cases such as:

prog.go:13: duplicate case 0 in switch
    previous case at prog.go:10
prog.go:15: duplicate case 1 in switch
    previous case at prog.go:10


Why is this an error? Is there some way to instruct the compiler to allow such code?
",2,22825063.0
153,22881549,Does delete() instantly frees memory or runtime.GC() is required to free it up?,"I have a map

myMap := map[string]string
myMap['hello'] = 'world'
myMap['foo'] = 'bar'


When I delete an element from myMap like,

delete(myMap['hello'])


Does it instantly frees up memory or does it frees memory after garbage collector is run. 
If it frees up memory after garbage collector is run, Does running runtime.GC() will clean up the memory instantly.

Also is runtime.GC() resource hungry ? or Its okay to run runtime.GC() after every delete() function

Update 2:
Forget what my program does (basically update 1)  
Check this link http://play.golang.org/p/Wb8-4qWyf4 
There is a subroutine to add to a Map every 10 Microsecond 
There is a subroutine to delete from map every 1 Microsecond (10 times faster that adding) 
Run this program in your local machine, you will find that its keeps on occupying more and more RAM slowly. (Slowly because I added a sleep time, otherwise computer will hang)


Update 1

My program fetches 5000 rows of data from database every minute and stores it in a map called datastore.
There are 100 subroutines running which processes each rows from datastore. It takes much time to process one row (less than a second)
If data is successfully processed it is deleted ""delete()"" from datastore, but within next minute next 5000 is fetched and added to datastore.
I am keeping maximum of 20,000 rows in datastore. Which is not much (200 MB at max) 
After processing millions of rows, application start taking 100% of RAM and gets Killed by kernal at the end.
It should not happen if delete() was clearing the memory instantly.
",1,
154,22882934,why does my go channel get blocked ? (deadlock),"It seems that the ""complex"" (getC) function is blocked. I assume the channel is destroyed once it is read therefore I'm wondering how can I share the sC channel with both getC function and the main function without  get into deadlock ( current snippet ) 

package main

func main() {

//simple function and complex function/channel

    sC := make(chan string)
    go getS(sC)

    cC := make(chan string)
    go getC(sC, cC)

//collect the functions result 

        s := <-sC
//do something with `s`. We print but we may want to use it in a `func(s)`
print(s)
//after a while we do soemthing with `c`
        c := <-cC


    print(c)
}

func getS(sC chan string) {
    s :=  "" simple completed ""
    sC <- s
}

func getC(sC chan string, cC chan string) {
//we do some complex stuff
  print(""complex is not complicated\n"")
//Now  we need the simple value so we try wait for the s channel.
    s := <-sC

    c := s + "" more ""
    cC <- c //send complex value
}

",3,
155,22960592,"How do I set up a slot (event handler) that takes parameters, using gtk.go.Connect()?","I am using GTK bindings for Go.

Trying to connect a gtk.RadioButton toggle signal to a function. This code works fine:

...

radioButton.Connect(""toggled"", doRadioToggle)

func doRadioToggle() {
    fmt.Println(""toggled"")
}

...


When radioButton is toggled, doRadioToggle is called - Good.



But I want to connect to a function that takes a parameter, for example:

func doRadioToggle(button *gtk.RadioButton) {
    fmt.Println(button.GetState())
}


The gtk.go.Connect() function has this signature:

func (v *Widget) Connect(s string, f interface{}, datas ...interface{})


Based on what I know from gtkmm, I tried code like this (the go binding has apparently greatly simplified the call to connect())

radioButton.Connect(""toggled"", doRadioToggle, radioButton)


The third argument passed inconnect() - radioButton - corresponding todatasin

gtk.Connect(s string, f interface{}, datas ...interface{})

which I understood to mean data arguments to be passed to the slot.

But with this code, the doRadioToggle() handler never gets called, and I immediately exit with a panic:

panic: reflect: Call using *glib.CallbackContext as type *gtk.RadioButton


My question: How do I set up slot (event handler) that takes parameters using gtk.go.Connect()?
",2,23002384.0
156,23009221,Does Go support type casting/conversion for functions?,"I am writing a library named ""GoRequest"" which wraps around net/http package and is meant for making an easy http client.

Now, I am having a problem with function conversion which has similar types as its parameters. Here is my problem snippet.

type Request *http.Request
type Response *http.Response

func (s *SuperAgent) RedirectPolicy(policy func(req Request, via []Request) error) *SuperAgent {
   s.Client.CheckRedirect = policy
   return s
}


s.Client.CheckRedirect is a member in http.Client struct and should receive func(req *http.Request, via []*http.Request) error

As you might see, I want to convert func(req Request, via []Request) error --> func(req *http.Request, via []*http.Request) which has similar types of parameters.

But it returns me an error:

./main.go:142: cannot use policy (type func(Request, []Request) error) as type func(*http.Request, []*http.Request) error in assignment


I cannot find any document for this kind of conversion and if it's possible, please suggest.
If not, please suggest some other good way to do this. Thanks!
",1,23010085.0
157,23025694,Is there no XOR operator for booleans in golang?,"Is there no XOR operator for booleans in golang?

I was trying to do something like b1^b2 but it said it wasn't defined for booleans.
",2,23025720.0
158,23144556,How to build a C dependency of go project in a subdirectory,"I am writing a Go wrapper for a C library in Go. The problem is, that the C library is not available on many Linux distributions, so I want a solution where i ""go get github.com/me/mylibrary"" does not require anybody to have the library installed.

One solution would be to just add the source of the library into a sub directory. Then when my project is build with go get I need to automatically build this library, too. But I have no idea how I can automate this.

Alternatively I could have a script that downloads the source, extracts and builds it

But I have no Idea how to connect these build steps with the go build tool.

linking a static library is also not the easiest.

#cgo linux LDFLAGS: ./MyLib/lib/libMyLib.a -lstdc++ -lm -lX11


works as long as i build from my library, but as soon as I want to build from another project the relative path is from that project and not from my library, so it fails.
",1,
